939,pub.1037165869,10.5006/1016,,,Sacrificial Point Anodes for Cathodic Prevention of Reinforcing Steel in Concrete Repairs: Part 1—Polarization Behavior,"The polarization behavior of commercial galvanic point anodes for corrosion protection of reinforcing steel in patch repairs applications was investigated. Concrete specimens were used to analyze the polarization history of the embedded sacrificial anodes under galvanostatic load and in yard slabs as a function of anode service aging. The results were used to develop a characteristic time-dependent potential-current function (PF) of each anode type. Typically, the performance function showed relatively little anodic polarization from an open-circuit potential at low current levels, followed by an abrupt increase in potential as the current approached an apparent limiting value. Aging of the anodes was manifested by significantly steeper PF as time and total charge delivered increased. Modest to poor steel polarization levels were achieved when coupled with point anodes in yard slabs tests. There was marked performance function variability among replicate units of one anode type. The results are used for cathodic prevention performance modeling in a companion (Part 2) paper.","This investigation was supported by the State of Florida Department of Transportation and the U.S. Department of Transportation. The opinions, findings, and conclusions expressed in this publication are those of the authors and not necessarily those of the supporting agencies.",,Corrosion,,,,2013-11-26,2013,2013-11-26,2014-03-01,70,3,303-317,Closed,Article,"Dugarte, M.J.; Sagüés, A.A.","Dugarte, M.J. (); Sagüés, A.A. ()",,"Dugarte, M.J. (); Sagüés, A.A. ()",18,3,,3.93,,https://app.dimensions.ai/details/publication/pub.1037165869,40 Engineering; 4005 Civil Engineering,
936,pub.1023653755,10.1007/s11205-013-0358-z,,,Materialism in Pedagogy Students in Chile,"Many studies have used Richins and Dawson’s (J Consum Res 19: 303–316, 1992) Material Values Scale (MVS), applying it to different types of populations that exhibit a particular psychometric behavior, and showing little stability in their factorial structure. In the present study, 1,070 pedagogy students from the northern, central and southern regions of Chile answered the MVS. This sample was randomly divided in two. Using the first sub-sample (N = 539), an exploratory factorial analysis was carried out, from which a structure of nine items was grouped into two factors called “Social Success” and “Personal Happiness”, which presented adequate reliability. Later, with the second sub-sample (N = 531), the factorial structure indicated above was put to the test through a confirmatory factorial analysis. The data from the model show that the scale contains 8 items in total, grouped into two dimensions. The factorial loads are significant at the level of 1 %, which indicates that the 2-factor structure can be confirmed. Finally—using the proposed structure—the presence of the students’ material values was evaluated.",This study was financed by Project 1110711 of the National Fund for Scientific and Technological Development of Chile (FONDECYT).,,Social Indicators Research,,,,2013-06-05,2013,2013-06-05,2014-06,117,2,505-521,Closed,Article,"Denegri, Marianela; Baeza, María José; Salinas-Oñate, Natalia; Peñaloza, Verónica; Miranda, Horacio; Orellana, Ligia","Denegri, Marianela (Departamento de Psicología, Centro de Investigación en Psicología Económica y Consumo, Universidad de La Frontera, Casilla 54-D, Temuco, Chile); Baeza, María José (Programa de Doctorado en Psicología, Universidad de La Frontera, Temuco, Chile); Salinas-Oñate, Natalia (Programa de Doctorado en Psicología, Universidad de La Frontera, Temuco, Chile); Peñaloza, Verónica (Centro de Estudos Sociais e Aplicados, Universida de Estadual do Ceará, Ceará, Brazil); Miranda, Horacio (Departamento de Producción Agropecuaria, Universidad de La Frontera, Temuco, Chile); Orellana, Ligia (Centro de Investigación en Psicología Económica y Consumo, Universidad de La Frontera, Temuco, Chile)","Denegri, Marianela (University of La Frontera)","Denegri, Marianela (University of La Frontera); Baeza, María José (University of La Frontera); Salinas-Oñate, Natalia (University of La Frontera); Peñaloza, Verónica (Centro de Estudos Sociais e Aplicados, Universida de Estadual do Ceará, Ceará, Brazil); Miranda, Horacio (University of La Frontera); Orellana, Ligia (University of La Frontera)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1023653755,"35 Commerce, Management, Tourism and Services; 38 Economics; 44 Human Society",
900,pub.1031102899,10.1016/j.marpolbul.2013.06.032,23880028,,Role of shellfish hatchery as a reservoir of antimicrobial resistant bacteria,"The main aim of this study was to determine the occurrence of resistant bacteria in florfenicol-treated and untreated scallop larval cultures from a commercial hatchery and to characterize some selected florfenicol-resistant strains. Larval cultures from untreated and treated rearing tanks exhibited percentages of copiotrophic bacteria resistant to florfenicol ranging from 0.03% to 10.67% and 0.49-18.34%, respectively, whereas florfenicol resistance among oligotrophic bacteria varied from 1.44% to 35.50% and 3.62-95.71%, from untreated and treated larvae, respectively. Florfenicol resistant microbiota from reared scallop larvae mainly belonged to the Pseudomonas and Pseudoalteromonas genus and were mainly resistant to florfenicol, chloramphenicol, streptomycin and co-trimoxazole. This is the first study reporting antimicrobial resistant bacteria associated to a shellfish hatchery and the results suggest that a continuous surveillance of antimicrobial resistance even in absence of antibacterial therapy is urgently required to evaluate potential undesirable consequences on the surrounding environments.",AcknowledgementsThis study was financially supported by the Science and Technology National Council (CONICYT) of Chile by the Project Grant No. 1090793. The authors express their gratitude to staff at the scallop hatchery for good collaboration and to M.Sc. Alonso Vega for his assistance with statistical analysis. The comments and suggestions of one anonymous reviewer are greatly appreciated as they helped to improve the presentation of this work.,,Marine Pollution Bulletin,,,"Animals; Aquaculture; Bacteria; Drug Resistance, Bacterial; Environmental Monitoring; Pectinidae; Seawater; Shellfish; Water Microbiology",2013-07-21,2013,2013-07-21,2013-09,74,1,334-343,Closed,Article,"Miranda, Claudio D.; Rojas, Rodrigo; Garrido, Marcela; Geisse, Julieta; González, Gerardo","Miranda, Claudio D. (Aquatic Pathobiology Laboratory, Department of Aquaculture, Universidad Católica del Norte, 1281 Larrondo Street, Coquimbo, Chile; Centro de Estudios Avanzados (CEAZA), 1281 Larrondo Street, Coquimbo, Chile); Rojas, Rodrigo (Aquatic Pathobiology Laboratory, Department of Aquaculture, Universidad Católica del Norte, 1281 Larrondo Street, Coquimbo, Chile); Garrido, Marcela (Research on Antimicrobial Agents Laboratory, Department of Microbiology, Universidad de Concepción, Concepción, Chile); Geisse, Julieta (Research on Antimicrobial Agents Laboratory, Department of Microbiology, Universidad de Concepción, Concepción, Chile); González, Gerardo (Research on Antimicrobial Agents Laboratory, Department of Microbiology, Universidad de Concepción, Concepción, Chile)","Miranda, Claudio D. (Catholic University of the North; Centro de Estudios Avanzados (CEAZA), 1281 Larrondo Street, Coquimbo, Chile)","Miranda, Claudio D. (Catholic University of the North; Centro de Estudios Avanzados (CEAZA), 1281 Larrondo Street, Coquimbo, Chile); Rojas, Rodrigo (Catholic University of the North); Garrido, Marcela (University of Concepción); Geisse, Julieta (University of Concepción); González, Gerardo (University of Concepción)",18,4,0.58,1.84,,https://app.dimensions.ai/details/publication/pub.1031102899,"30 Agricultural, Veterinary and Food Sciences; 3005 Fisheries Sciences; 31 Biological Sciences; 3107 Microbiology; 32 Biomedical and Clinical Sciences; 3207 Medical Microbiology",
900,pub.1046353729,10.1007/s00442-013-2795-4,24100758,,Major consequences of minor damage: impacts of small grazers on fast-growing kelps,"Damage by small herbivores can have disproportionately large effects on the fitness of individual plants if damage is concentrated on valuable tissues or on select individuals within a population. In marine systems, the impact of tissue loss on the growth rates of habitat-forming algae is poorly understood. We quantified the grazing damage by an isopod Amphoroidea typa on two species of large kelps, Lessonia spicata and Macrocystis pyrifera, in temperate Chile to test whether non-lethal grazing damage could reduce kelp growth rates and photosynthetic efficiency. For L. spicata, grazing damage was widespread in the field, unevenly distributed on several spatial scales (among individuals and among tissue types) and negatively correlated with blade growth rates. In field experiments, feeding by A. typa reduced the concentration of photosynthetic pigments and led to large reductions (~80 %) in blade growth rates despite limited loss of kelp biomass (0.5 % per day). For M. pyrifera, rates of damage in the field were lower and high densities of grazers were unable to reduce growth rates in field experiments. These results demonstrate that even low per capita grazing rates can result in large reductions in the growth of a kelp, due the spatial clustering of herbivores in the field and the selective removal of photosynthetically active tissues. The impacts of small herbivores on plant performance are thus not easily predicted from consumption rates or abundance in the field, and vary with plant species due to variation in their ability to compensate for damage.","We thank L. Jorquera, L. Miranda and G. Penna for assistance with field and laboratory work, A. Letten for assistance with analyses and J. Shurin and two anonymous reviewers for comments that improved this manuscript. Research was supported by FONDECYT grant 1100749 to M.T. and BMBF-CONICYT grant 01DN12106 to M.T. and L.G.",,Oecologia,,,Animals; Biomass; Chile; Ecosystem; Herbivory; Isopoda; Macrocystis; Photosynthesis,2013-10-08,2013,2013-10-08,2014-03,174,3,789-801,Closed,Article,"Poore, Alistair G. B.; Gutow, Lars; F. Pantoja, José; Tala, Fadia; Jofré Madariaga, David; Thiel, Martin","Poore, Alistair G. B. (Evolution and Ecology Research Centre, School of Biological, Earth and Environmental Sciences, University of New South Wales, 2052, Sydney, NSW, Australia); Gutow, Lars (Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research, Box 120161, 27515, Bremerhaven, Germany); F. Pantoja, José (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile); Tala, Fadia (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile; Centro de Investigación y Desarrollo Tecnológico en Algas (CIDTA-UCN), Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile); Jofré Madariaga, David (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile); Thiel, Martin (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Coquimbo, Chile)","Poore, Alistair G. B. (UNSW Sydney)","Poore, Alistair G. B. (UNSW Sydney); Gutow, Lars (Alfred Wegener Institute for Polar and Marine Research); F. Pantoja, José (Catholic University of the North); Tala, Fadia (Catholic University of the North; Catholic University of the North); Jofré Madariaga, David (Catholic University of the North); Thiel, Martin (Catholic University of the North; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Coquimbo, Chile)",41,6,0.89,4.16,,https://app.dimensions.ai/details/publication/pub.1046353729,31 Biological Sciences; 3103 Ecology,
893,pub.1044404524,10.1890/12-1054.1,24400493,,Seabirds modify El Niño effects on tree growth in a southern Pacific island,"Oceanic island ecosystems are particularly sensitive to El Niño effects due to their dependence on energy and nutrient inputs from marine systems. Seabirds play a key role in transporting resources of marine origin to insular ecosystems. We report tree-growth patterns showing how the effects of El Niño rainy events on tree species in a southern Pacific island depend on the presence of local seabird colonies. We performed manipulative experiments in order to assess the mechanisms underlying these patterns. Tree ring data showed that, in normal years, the growth of all tree species (Aextoxicon punctatum, Cryptocarya alba, and Pinus radiata) was significantly lower in seabird sites compared to adjacent patches without seabirds (control sites). In contrast, in El Niño years, trees formerly hosting seabird colonies grew more than those in control sites. Experiments showed that (1) pine plants on soil from seabird sites grew more than those on soil from control sites, (2) pine individuals with seabird feces on their leaves grew less than those sprayed with an aqueous solution, and (3) soil moisture had little effect on plant growth. The stress produced by massive cormorant nesting on trees, which impairs tree growth and physiological performance, is relieved during El Niño events because of seabird migration due to decreased prey availability and pouring rains that flood nests. Soils enriched by the seabird guano, together with the increased water availability associated with El Niño, foster the growth of trees from seabird sites. We suggest that El Niño may be a key determinant of tree performance in forest communities from island and coastal ecosystems of the Pacific Ocean.",We thank Karina Ruiz‐Carrasco and Susana Gómez‐González for their valuable assistance in the fieldwork. We are grateful to two anonymous reviewers of the manuscript for their very valuable corrections and suggestions. We thank the Chilean Navy for providing permission and assistance to carry out this study at Quiriquina Island.,,Ecology,,,Animal Migration; Animals; Charadriiformes; Ecosystem; El Nino-Southern Oscillation; Pacific Islands; Time Factors; Trees,2013-11,2013,2013-11,2013-11,94,11,2415-2425,Closed,Article,"Molina-Montenegro, Marco A.; Torres-Díaz, Cristian; Gallardo-Cerda, Jorge; Leppe, Marcelo; Gianoli, Ernesto","Molina-Montenegro, Marco A. (Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Facultad de Ciencias del Mar, Universidad Católica del Norte, Coquimbo, Chile); Torres-Díaz, Cristian (Laboratorio de Genómica y Biodiversidad (LGB), Departamento de Ciencias Naturales, Universidad del Bío-Bío, Chillán, Chile); Gallardo-Cerda, Jorge (Departamento Científico, Instituto Antártico Chileno (INACH), Punta Arenas, Chile); Leppe, Marcelo (Departamento Científico, Instituto Antártico Chileno (INACH), Punta Arenas, Chile); Gianoli, Ernesto (Departamento de Biología, Universidad de La Serena, La Serena, Chile; Departamento de Botánica, Universidad de Concepción, Concepción, Chile)","Molina-Montenegro, Marco A. (Catholic University of the North)","Molina-Montenegro, Marco A. (Catholic University of the North); Torres-Díaz, Cristian (University of Bío-Bío); Gallardo-Cerda, Jorge (Instituto Antártico Chileno); Leppe, Marcelo (Instituto Antártico Chileno); Gianoli, Ernesto (University of La Serena; University of Concepción)",9,3,0.16,0.88,,https://app.dimensions.ai/details/publication/pub.1044404524,31 Biological Sciences; 3103 Ecology; 3108 Plant Biology; 41 Environmental Sciences,14 Life Below Water
893,pub.1006551612,10.1016/j.marpolbul.2013.01.005,23507233,,Anthropogenic marine debris in the coastal environment: A multi-year comparison between coastal waters and local shores,"Anthropogenic marine debris (AMD) is frequently studied on sandy beaches and occasionally in coastal waters, but links between these two environments have rarely been studied. High densities of AMD were found in coastal waters and on local shores of a large bay system in northern-central Chile. No seasonal pattern in AMD densities was found, but there was a trend of increasing densities over the entire study period. While plastics and Styrofoam were the most common types of AMD both on shores and in coastal waters, AMD composition differed slightly between the two environments. The results suggest that AMD from coastal waters are deposited on local shores, which over time accumulate all types of AMD. The types and the very low percentages of AMD with epibionts point to mostly local sources. Based on these results, it can be concluded that a reduction of AMD will require local solutions.","AcknowledgementsWe are grateful to all the members of the BEDIM lab who helped with the collection and sorting of marine debris, and the crew of RV Stella Maris for their good company during the research cruises. The English of the manuscript was kindly improved by T. Manzur and L. Eastman. Funding for this study was obtained through FONDECYT 1010356.",,Marine Pollution Bulletin,,,Environmental Monitoring; Plastics; Seawater; Waste Products; Water Pollutants; Water Pollution,2013-03-15,2013,2013-03-15,2013-06,71,1-2,307-316,Closed,Article,"Thiel, M.; Hinojosa, I.A.; Miranda, L.; Pantoja, J.F.; Rivadeneira, M.M.; Vásquez, N.","Thiel, M. (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile; Centro de Estudios Avanzados en Zonas Áridas, CEAZA, Coquimbo, Chile); Hinojosa, I.A. (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile; Institute for Marine and Antarctic Studies, University of Tasmania, Nubeena Crescent, Taroona, Tasmania 7053, Australia); Miranda, L. (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile); Pantoja, J.F. (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile); Rivadeneira, M.M. (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile; Centro de Estudios Avanzados en Zonas Áridas, CEAZA, Coquimbo, Chile); Vásquez, N. (Facultad Ciencias del Mar, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile)","Thiel, M. (Catholic University of the North; Centro de Estudios Avanzados en Zonas Áridas, CEAZA, Coquimbo, Chile)","Thiel, M. (Catholic University of the North; Centro de Estudios Avanzados en Zonas Áridas, CEAZA, Coquimbo, Chile); Hinojosa, I.A. (Catholic University of the North; University of Tasmania); Miranda, L. (Catholic University of the North); Pantoja, J.F. (Catholic University of the North); Rivadeneira, M.M. (Catholic University of the North; Centro de Estudios Avanzados en Zonas Áridas, CEAZA, Coquimbo, Chile); Vásquez, N. (Catholic University of the North)",284,45,7.76,27.84,,https://app.dimensions.ai/details/publication/pub.1006551612,41 Environmental Sciences; 4105 Pollution and Contamination,14 Life Below Water
888,pub.1061754092,10.1109/tpds.2012.289,,,Scalable Hierarchical Network-on-Chip Architecture for Spiking Neural Network Hardware Implementations,"Spiking neural networks (SNNs) attempt to emulate information processing in the mammalian brain based on massively parallel arrays of neurons that communicate via spike events. SNNs offer the possibility to implement embedded neuromorphic circuits, with high parallelism and low power consumption compared to the traditional von Neumann computer paradigms. Nevertheless, the lack of modularity and poor connectivity shown by traditional neuron interconnect implementations based on shared bus topologies is prohibiting scalable hardware implementations of SNNs. This paper presents a novel hierarchical network-on-chip (H-NoC) architecture for SNN hardware, which aims to address the scalability issue by creating a modular array of clusters of neurons using a hierarchical structure of low and high-level routers. The proposed H-NoC architecture incorporates a spike traffic compression technique to exploit SNN traffic patterns and locality between neurons, thus reducing traffic overhead and improving throughput on the network. In addition, adaptive routing capabilities between clusters balance local and global traffic loads to sustain throughput under bursting activity. Analytical results show the scalability of the proposed H-NoC approach under different scenarios, while simulation and synthesis analysis using 65-nm CMOS technology demonstrate high-throughput, low-cost area, and power consumption per cluster, respectively.",,,IEEE Transactions on Parallel and Distributed Systems,,,,2013-10-28,2013,2013-10-28,,24,12,2451-2461,Closed,Article,"Carrillo, Snaider; Harkin, Jim; McDaid, Liam J.; Morgan, Fearghal; Pande, Sandeep; Cawley, Seamus; McGinley, Brian","Carrillo, Snaider (Intell. Syst. Res. Centre, Univ. of Ulster, Derry, UK); Harkin, Jim (Intell. Syst. Res. Centre, Univ. of Ulster, Derry, UK); McDaid, Liam J. (Intell. Syst. Res. Centre, Univ. of Ulster, Derry, UK); Morgan, Fearghal (BioInspired Electron. &amp; Reconfigurable Comput. Res. Group, Nat. Univ. of Ireland, Galway, Ireland); Pande, Sandeep (BioInspired Electron. &amp; Reconfigurable Comput. Res. Group, Nat. Univ. of Ireland, Galway, Ireland); Cawley, Seamus (BioInspired Electron. &amp; Reconfigurable Comput. Res. Group, Nat. Univ. of Ireland, Galway, Ireland); McGinley, Brian (BioInspired Electron. &amp; Reconfigurable Comput. Res. Group, Nat. Univ. of Ireland, Galway, Ireland)",,"Carrillo, Snaider (University of Ulster); Harkin, Jim (University of Ulster); McDaid, Liam J. (University of Ulster); Morgan, Fearghal (University of Galway); Pande, Sandeep (University of Galway); Cawley, Seamus (University of Galway); McGinley, Brian (University of Galway)",107,14,,23.55,,https://app.dimensions.ai/details/publication/pub.1061754092,46 Information and Computing Sciences; 4611 Machine Learning,7 Affordable and Clean Energy
888,pub.1023551416,10.1174/021037013804826528,,,Bridging the gap between theoretical knowledge and educational practice: Analysis of the effects of self-made materials on future teachers' beliefs,"Abstract The main goal of this research study was to assess the beliefs of a group of Teacher Education students on the usage of self-made materials as an educational tool. A second goal was to evaluate the effects of these resources on the students' teacher training process. 110 subjects belonging to the Special Education and Physical Education groups of the Primary Education degree agreed to participate. Students were asked to systematically construct different pieces of equipment. At the end of the project, they were invited to complete a 40-item questionnaire with two subscales. The final results showed that this group of future teachers believes that self-made materials can involve students in their own learning process. Special Education students highlighted that this type of materials can really attend schools' diversity. They are also perceived as a valuable teaching tool. Self-made materials seem to help reduce the existing gap between theory and practice in teacher education.",,,Journal for the Study of Education and Development,,,,2013-01,2013,2014-01-23,2013-01,36,1,61-75,Closed,Article,"Fernández-Río, Javier; Méndez-Giménez, Antonio","Fernández-Río, Javier (Universidad de Oviedo); Méndez-Giménez, Antonio (Universidad de Oviedo)","Fernández-Río, Javier (University of Oviedo); Méndez-Giménez, Antonio (University of Oviedo)","Fernández-Río, Javier (University of Oviedo); Méndez-Giménez, Antonio (University of Oviedo)",3,1,,0.74,,https://app.dimensions.ai/details/publication/pub.1023551416,39 Education; 3901 Curriculum and Pedagogy; 3903 Education Systems; 3904 Specialist Studies In Education,4 Quality Education
857,pub.1024809825,10.1007/s00267-013-0167-9,24091586,,Interactions Between Spatially Explicit Conservation and Management Measures: Implications for the Governance of Marine Protected Areas,"Marine protected areas are not established in an institutional and governance vacuum and managers should pay attention to the wider social–ecological system in which they are immersed. This article examines Islas Choros-Damas Marine Reserve, a small marine protected area located in a highly productive and biologically diverse coastal marine ecosystem in northern Chile, and the interactions between human, institutional, and ecological dimensions beyond those existing within its boundaries. Through documents analysis, surveys, and interviews, we described marine reserve implementation (governing system) and the social and natural ecosystem-to-be-governed. We analyzed the interactions and the connections between the marine reserve and other spatially explicit conservation and/or management measures existing in the area and influencing management outcomes and governance. A top-down approach with poor stakeholder involvement characterized the implementation process. The marine reserve is highly connected with other spatially explicit measures and with a wider social–ecological system through various ecological processes and socio-economic interactions. Current institutional interactions with positive effects on the management and governance are scarce, although several potential interactions may be developed. For the study area, any management action must recognize interferences from outside conditions and consider some of them (e.g., ecotourism management) as cross-cutting actions for the entire social–ecological system. We consider that institutional interactions and the development of social networks are opportunities to any collective effort aiming to improve governance of Islas Choros-Damas marine reserve. Communication of connections and interactions between marine protected areas and the wider social–ecological system (as described in this study) is proposed as a strategy to improve stakeholder participation in Chilean marine protected areas.","We thank Ignacio Petit for his assistance in implementing field surveys, Rosa Garay-Flühmann for inspiring some aspects of this research, fishermen leaders of the Municipality of La Higuera for agreeing to be interviewed, and editor Andy Thorpe and three anonymous reviewers whose comments significantly improved the manuscript. This work is part of the partial requirements for FC to obtain a PhD in Biology and Applied Ecology. FC was supported by a CONICYT doctoral scholarship (Comisión Nacional de Investigación Científica y Tecnológica). Additional support was obtained from Centro de Estudios Avanzados en Zonas Áridas (CEAZA) and Chilean Millennium Initiative (ICM P05-002) and CONICYT (PFB-23) grants.",,Environmental Management,,,Chile; Conservation of Natural Resources; Ecosystem; Fisheries; Government Programs; Humans; Interviews as Topic; Oceans and Seas; Public-Private Sector Partnerships; Travel,2013-10-04,2013,2013-10-04,2013-12,52,6,1355-1368,Closed,Article,"Cárcamo, P. Francisco; Gaymer, Carlos F.","Cárcamo, P. Francisco (Departamento de Biología Marina, Programa de Doctorado en Biología y Ecología Aplicada, Universidad Católica del Norte, Larrondo 1281, Coquimbo, Chile; Departamento de Medio Ambiente, Instituto de Fomento Pesquero, Doctor Marín 340, Coquimbo, Chile); Gaymer, Carlos F. (Departamento de Biología Marina, Universidad Católica del Norte & Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Larrondo 1281, Coquimbo, Chile; Instituto de Ecología y Biodiversidad (IEB), Santiago, Chile)","Gaymer, Carlos F. (Catholic University of the North; University of Chile)","Cárcamo, P. Francisco (Catholic University of the North; Instituto de Fomento Pesquero); Gaymer, Carlos F. (Catholic University of the North; University of Chile)",17,3,,2.72,,https://app.dimensions.ai/details/publication/pub.1024809825,41 Environmental Sciences; 4102 Ecological Applications; 4104 Environmental Management; 48 Law and Legal Studies; 4803 International and Comparative Law,14 Life Below Water; 15 Life on Land
841,pub.1051465298,10.1108/01439911311320877,,,Rapid design and synthesis of robots using standard computer tools,"Purpose Currently, the majority of designed robots are not well‐matched to their applications because designers do not employ a clear and organized design process. Additionally, the high cost of robotic systems makes it difficult to financially justify the use of this technology. The purpose of this paper is to present a new design process that gathers conceptual, kinematic and dynamic design, finite elements method (FEM), functional design and virtual reality control. Furthermore, kinematic and dynamic design can be obtained by traditional theory or standard computer tools (SCT) to accelerate the design. Through SCT fitted mathematical models and non‐mathematical virtual models may be acquired.   Design/methodology/approach  This paper investigates the design process of a robot. First, the entire methodology is presented (including two new techniques for solving the kinematic and dynamic questions via SCT). Second, a case study using Autodesk ® Inventor™ has been analysed to assess the feasibility of the method and techniques.    Findings The more stages of the design process are considered, the more successful solutions become. Designers can obtain a mathematical solution for an analytically unsolvable robot fitting a mathematical model by SCT. To obtain a rapid design, designers must consider using SCT and following just in need (JIN) philosophy to find a non‐mathematical virtual model.   Originality/value This paper presents an innovative guide for robotic engineers and researchers which covers the whole design process and new techniques for obtaining mathematical and non‐mathematical solutions.",,,Industrial Robot the international journal of robotics research and application,,,,2013-06-14,2013,,2013-06-14,40,4,363-381,Closed,Article,"Verdú, Jaime Martínez; Navarro, José María Sabater; Penella, Vicente José González; Aracil, Nicolás Manuel García; Buendía, Ángel Miguel López","Verdú, Jaime Martínez (Research Unit of Materials, Technological Institute of Construction (AIDICO), Novelda, Spain); Navarro, José María Sabater (Department of System Engineering, University Miguel Hernández of Elche (UMH), Elche, Spain); Penella, Vicente José González (Research Unit of Materials, Technological Institute of Construction (AIDICO), Novelda, Spain); Aracil, Nicolás Manuel García (Biomedical Neuroengineering Group, University Miguel Hernández of Elche (UMH), Elche, Spain); Buendía, Ángel Miguel López (Research Unit of Materials, Technological Institute of Construction (AIDICO), Paterna, Spain)",,"Verdú, Jaime Martínez (Research Unit of Materials, Technological Institute of Construction (AIDICO), Novelda, Spain); Navarro, José María Sabater (Miguel Hernandez University); Penella, Vicente José González (Research Unit of Materials, Technological Institute of Construction (AIDICO), Novelda, Spain); Aracil, Nicolás Manuel García (Miguel Hernandez University); Buendía, Ángel Miguel López (Asociación de Investigación de las Industrias de la Construcción)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1051465298,40 Engineering; 4010 Engineering Practice and Education; 46 Information and Computing Sciences,
832,pub.1101713946,10.21134/pssa.v1i1.887,,,El sufrimiento de las personas amputadas. Un enfoque etnográfico con aplicaciones psicoterapéuticas,"Introduction. In this paper we present an approach to the phenomenon of traumatic amputation from a qualitative perspective and humanist, combining methodologies such as ethnography and combining them with the clinical psychology practice. Objectives. We propose to describe the suffering and coping strategies of amputees and to analyze the appearance of the concept of resilience in the speeches of the amputees and explain the importance of psychological support at various phases. Methodology. Qualitative ethnographic study. The main unit of analysis is lower limb amputees living in the Region of Murcia (Spain) and data were collected through semi-structured interview techniques such as the biographical method and participant observation. Results and discussion. It describes the main results of the study divided into experiences of suffering, coping strategies and psychotherapeutic applications. Conclusions. The amputees suffering is defined very different ways. Coping strategy determines that there is a more or less suffering before the amputation. Resilience can face and overcome the problems of amputees, and psychotherapy prevents and treats the aspects that influence the adaptation of the amputee.",,,Revista de PSICOLOGÍA DE LA SALUD,,,,2013,2013,,2013,1,1,23-44,Closed,Article,"Díaz, José Luis; Costa, César Leal; Gómez, Magdalena","Díaz, José Luis (Dr. en Ciencias Sociosanitarias por la UCAM); Costa, César Leal (Dr. en Psicología por la UMH); Gómez, Magdalena (Dra. en Psicología por la UMU)",,"Díaz, José Luis (Dr. en Ciencias Sociosanitarias por la UCAM); Costa, César Leal (Dr. en Psicología por la UMH); Gómez, Magdalena (Dra. en Psicología por la UMU)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1101713946,40 Engineering; 4003 Biomedical Engineering; 42 Health Sciences; 4201 Allied Health and Rehabilitation Science; 52 Psychology; 5203 Clinical and Health Psychology,
829,pub.1030143122,10.2514/1.j052453,,,"Announcements, Comments, and Acknowledgments",,,,AIAA Journal,,Peretz P. Friedmann,,2013-01,2013,,2013-01,51,1,1-12,Closed,Article,,,,,2,0,,0.37,,https://app.dimensions.ai/details/publication/pub.1030143122,40 Engineering; 4001 Aerospace Engineering; 4012 Fluid Mechanics and Thermal Engineering,
