"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2023; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
239,pub.1159727335,10.1007/978-3-031-30644-0_6,,,Research on Coping with Stress Due to Prejudice in Transgender People: Some Neglected Aspects and New Ideas,"In Chile, as in other countries around the world, transgender people confront high levels of prejudice at an early age on a daily basis. This prejudice operates at three levels: (a) structural level, (b) interpersonal level, and (c) individual level. The extreme expression of prejudice is hate crime against transgender people, events widely reported in the literature. Additionally, the exposure to prejudice against transgender people has been proved to be associated with an important decline of their physical and mental health, greater than the one reported by general population or sexual minorities like lesbian, gay men, and bisexual (LGB), including depression, anxiety, suicide, substance abuse, and HIV, among other conditions. According to Minority Stress Model (MSM), stress resulting from prejudice is related to worse mental health indicators. MSM also indicates that the way transgender people try to cope or face this stress moderates the link between stress and deteriorated mental health, specifically while an efficient response to stress would weaken this relationship, an inefficient response would keep or increase it. Transgender people are not merely passive receivers of prejudice; on the contrary, they use specific coping strategies (CS) to resist this prejudice and fight its consequences, as reported in the literature. CS is understood as the particular ways in which transgender persons respond to stress resulting from prejudice. Hence, given the relevant moderating role of the CS and their results for health, this chapter mainly describes some aspects that have not been sufficiently addressed by CS research on trans people, along with putting forward some ideas for future studies. Also, the need for a reexamination of the coping notion, particularly concerning trans people, is discussed.","This chapter was funded by the Agencia Nacional de Investigación y Desarrollo (ANID) of Chile, through project FONDECYT 1210139 entitled “¿Cómo afrontan las personas transgénero el prejuicio sexual? Un estudio psicosocial cualitativo en Chile?” [“How do transgender people cope with sexual prejudice? A qualitative psychosocial study in Chile?”].",,,LGBTQ+ Affirmative Psychological Interventions,"Reynel Alexander Chaparro, Roberto L. Abreu",,2023-06-13,2023,2023-06-13,2023,,,95-111,Closed,Chapter,"Barrientos, Jaime; Saiz, José L.; Cárdenas-Castro, Manuel; Guzmán-González, Mónica; Avilés, Bladimir; Lovera, Leonor; Espinoza-Tapia, Ricardo","Barrientos, Jaime (Universidad Alberto Hurtado, Santiago, Chile); Saiz, José L. (Universidad de La Frontera, Temuco, Chile); Cárdenas-Castro, Manuel (Universidad de Talca, Talca, Chile); Guzmán-González, Mónica (Universidad Católica del Norte, Antofagasta, Chile); Avilés, Bladimir (Universidad Alberto Hurtado, Santiago, Chile; Universidad de Santiago de Chile, Santiago, Chile); Lovera, Leonor (Universidad Alberto Hurtado, Santiago, Chile); Espinoza-Tapia, Ricardo (Universidad Católica del Norte, Antofagasta, Chile)","Barrientos, Jaime (Alberto Hurtado University)","Barrientos, Jaime (Alberto Hurtado University); Saiz, José L. (University of La Frontera); Cárdenas-Castro, Manuel (University of Talca); Guzmán-González, Mónica (Catholic University of the North); Avilés, Bladimir (Alberto Hurtado University; University of Santiago Chile); Lovera, Leonor (Alberto Hurtado University); Espinoza-Tapia, Ricardo (Catholic University of the North)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1159727335,44 Human Society; 4405 Gender Studies; 52 Psychology,3 Good Health and Well Being
237,pub.1164035441,10.1007/978-3-031-38325-0_11,,,Learning of Conversational Systems Based on Linguistic Data Summarization Applications in BIM Environments,"In this work, the authors identified opportunities for improvements in conversational systems. In order to solve the conversational systems learning problems, this investigation proposes a new architectural model for the conversational system “BRasa,” consisting of two subsystems. The first, “BRasa_Assistant,” is oriented to direct communication with users, and the second “BRasa_LDS” is oriented to conversational system learning inspired by Linguistic Data Summarization techniques. BRasa_LDS generates summaries in natural language, which incorporate new knowledge into the conversational system database. In addition, is proposed a system of indicators for the self-assessment of the human–computer interaction of the conversational system. In the analysis results section, three sets of tests were designed to measure the quality of conversational system responses. The proposal is validated based on the criteria applicability and adequacy of the conversational system responses. It is shown that the application of linguistic data summarization techniques for learning conversational systems improves the behavior of these systems significantly.",,,Studies in Big Data,"Data Analytics and Computational Intelligence: Novel Models, Algorithms and Applications","Gilberto Rivera, Laura Cruz-Reyes, Bernabé Dorronsoro, Alejandro Rosete",,2023-09-13,2023,2023-09-13,2023,132,,241-267,Closed,Chapter,"Vasconcelo Mir, Yuniesky Orlando; Pérez Pupo, Iliana; Piñero Pérez, Pedro Y.; Alvarado Acuña, Luis; Graffo Pozo, Aimee","Vasconcelo Mir, Yuniesky Orlando (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba); Pérez Pupo, Iliana (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba); Piñero Pérez, Pedro Y. (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba); Alvarado Acuña, Luis (Departamento de Ingeniería de la Construcción, Universidad Católica del Norte, Antofagasta, Chile); Graffo Pozo, Aimee (Centro de Gestión del Conocimiento, Comercio Interior, Havana, Cuba)","Pérez Pupo, Iliana (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba)","Vasconcelo Mir, Yuniesky Orlando (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba); Pérez Pupo, Iliana (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba); Piñero Pérez, Pedro Y. (Grupo de Inteligencia Artificial para el Desarrollo Sostenible, BusinessRedmine, IADES SRL, Company, 10400, Havana, Cuba); Alvarado Acuña, Luis (Catholic University of the North); Graffo Pozo, Aimee (Centro de Gestión del Conocimiento, Comercio Interior, Havana, Cuba)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1164035441,"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science; 4608 Human-Centred Computing; 47 Language, Communication and Culture; 4704 Linguistics",
223,pub.1158458533,10.1016/b978-0-323-95449-5.00008-4,,,21 Extremophilic yeasts and their potential in bioremediation of polluted environments,"Extreme ecosystems on Earth determine the diversity and abundance of specific microorganisms. Extremophilic and extremotolerant prokaryotes are the most abundant in most environments with harsh conditions for diverse life forms. Eukaryotic organisms are less abundant in these extreme environments; however, some microscopic eukaryotes have successfully thrived in various inhospitable environments. Although the role and participation of such eukaryotes in ecosystem ecology has yet to be studied, a few eukaryotic species have been described and their potential application in different industries has been prioritized. In addition to this potential, the application of native yeasts in bioremediation processes is a little studied topic, despite the potential that these extremophilic and extremotolerant yeasts have demonstrated. A great diversity of yeasts with characteristics to thrive in adverse conditions has been studied and classified (psychrotrophic, psychrophilic, piezophilic, halophilic, xerophilic, among others). This variety must be identified through molecular and physiological mechanisms that allow them to overcome difficult environments for the growth of all life. Based on this knowledge, potential applications in the bioremediation of contaminated environments through the removal, biodegradation, and transformation of harmful pollutants can be proposed. Therefore, this chapter focuses on the main extremophilic and extremotolerant yeasts that colonize extreme terrestrial ecosystems and their potential application in bioremediation processes.",,,,Advances in Yeast Biotechnology for Biofuels and Sustainability,,,2023,2023,,2023,,,521-542,Closed,Chapter,"Hualpa-Cutipa, Edwin; Acosta, Richard Andi Solórzano; Luis-Alaya, Bernabe; León, Jannelle Mendoza","Hualpa-Cutipa, Edwin (Universidad César Vallejo, Lima-Este, Peru; Faculty of Pharmacy and Biochemistry, Biotechnology and Omics in Life Sciences Research Group, Universidad Nacional Mayor de San Marcos, Lima, Peru); Acosta, Richard Andi Solórzano (Carrera de Ingeniería Ambiental, Universidad Científica del Sur, Lima, Peru); Luis-Alaya, Bernabe (Faculty of Biological Sciences, Department of Microbiology and Parasitology, Universidad Nacional Mayor de San Marcos, Lima-Este, Peru; Faculty of Engineering, Universidad Privada del Norte, Lima-Este, Peru); León, Jannelle Mendoza (Instituto Nacional de Salud, Lima-Este, Peru)",,"Hualpa-Cutipa, Edwin (Universidad César Vallejo; National University of San Marcos); Acosta, Richard Andi Solórzano (Scientific University of the South); Luis-Alaya, Bernabe (National University of San Marcos; Private University of the North); León, Jannelle Mendoza (Instituto Nacional de Salud)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1158458533,31 Biological Sciences; 3103 Ecology; 3107 Microbiology; 41 Environmental Sciences,
197,pub.1158194243,10.1007/978-3-030-56781-1_475,,,"Caparrós, Antonio",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,249-253,Closed,Chapter,"Muñoz, Marcelo Alejandro; Klappenbach, Hugo","Muñoz, Marcelo Alejandro (Universidad Nacional de San Luis, San Luis, Argentina); Klappenbach, Hugo (Universidad Nacional de San Luis, San Luis, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas, San Luis, Argentina)","Muñoz, Marcelo Alejandro (National University of San Luis)","Muñoz, Marcelo Alejandro (National University of San Luis); Klappenbach, Hugo (National University of San Luis; National Scientific and Technical Research Council)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1158194243,,
177,pub.1152046080,10.1016/b978-0-323-85513-6.00012-8,,,"Chapter 5 How food structure influences the physical, sensorial, and nutritional quality of food products","Many important food properties and functionalities are a consequence of its structure. Processing modifies food structure, affecting its properties and quality. Therefore, understanding the interrelationship between processing, structure and properties is important to design processes and products that meet the industry and consumer needs. This chapter discusses how structural modifications are obtained from molecular to macroscopic levels in different food products, of animal and plant origin, processed by conventional and emerging technologies, that follow bottom-up or top-down structuration approaches. In addition, the positive or negative impact of the structural modifications on physical properties and sensory aspects are discussed. Finally, the effect of structural modifications on nutritional quality and health aspects is detailed.",,,,"Food Structure Engineering and Design for Improved Nutrition, Health and Well-Being",,,2023,2023,,2023,,,113-138,Closed,Chapter,"Rojas, Meliza Lindsay; Kubo, Mirian T.K.; Caetano-Silva, Maria Elisa; Carvalho, Gisandro Reis; Augusto, Pedro E.D.","Rojas, Meliza Lindsay (Dirección de Investigación y Desarrollo, Universidad Privada del Norte (UPN), Trujillo, Peru); Kubo, Mirian T.K. (Université de Technologie de Compiègne, UMR CNRS 7025, Enzyme and Cell Engineering Laboratory, Compiègne, France; Institute of Biosciences, Humanities and Exact Sciences (IBILCE), Department of Food Engineering and Technology (DETA), São Paulo State University (UNESP), São Paulo, Brazil); Caetano-Silva, Maria Elisa (College of Agricultural, Consumer Environmental Sciences, University of Illinois at Urbana-Champaign, Champaign, IL, United States); Carvalho, Gisandro Reis (Department of Agri-food Industry, Food and Nutrition (LAN), Luiz de Queiroz College of Agriculture (ESALQ), University of São Paulo (USP), São Paulo, Brazil); Augusto, Pedro E.D. (Department of Agri-food Industry, Food and Nutrition (LAN), Luiz de Queiroz College of Agriculture (ESALQ), University of São Paulo (USP), São Paulo, Brazil; Food and Nutrition Research Center (NAPAN), University of São Paulo (USP), São Paulo, Brazil; Université Paris-Saclay, CentraleSupélec, Laboratoire de Génie des Procédés et Matériaux, SFR Condorcet FR CNRS 3417, Centre Européen de Biotechnologie et de Bioéconomie (CEBB), Pomacle, France)",,"Rojas, Meliza Lindsay (Private University of the North); Kubo, Mirian T.K. (University of Technology of Compiègne; São Paulo State University); Caetano-Silva, Maria Elisa (University of Illinois Urbana-Champaign); Carvalho, Gisandro Reis (Universidade de São Paulo); Augusto, Pedro E.D. (Universidade de São Paulo; Universidade de São Paulo; CentraleSupélec)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1152046080,"30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",2 Zero Hunger
152,pub.1168774864,10.1007/978-3-031-17299-1_3623,,,Better Life Index,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,444-445,Closed,Chapter,"Lind, Niels","Lind, Niels (Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON, Canada)","Lind, Niels (University of Waterloo)","Lind, Niels (University of Waterloo)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168774864,,
150,pub.1168776355,10.1007/978-3-031-17299-1_224,,,Body Image,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,485-488,Closed,Chapter,"Rusticus, Shayna","Rusticus, Shayna (Psychology Department, Kwantlen Polytechnic University, Surrey, BC, Canada)","Rusticus, Shayna (Kwantlen Polytechnic University)","Rusticus, Shayna (Kwantlen Polytechnic University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168776355,,
149,pub.1168773527,10.1007/978-3-031-17299-1_300290,,,BD,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,390-390,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168773527,,
70,pub.1168777244,10.1007/978-3-031-17299-1_301398,,,Expenditure,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,2308-2308,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168777244,,
70,pub.1168776304,10.1007/978-3-031-17299-1_301270,,,Energy Intensity Indicators,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,2097-2097,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168776304,,
69,pub.1168774482,10.1007/978-3-031-17299-1_301187,,,Ecosystem,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,1999-1999,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168774482,,
69,pub.1168768832,10.1007/978-3-031-17299-1_301285,,,Environmental Footprint,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,2118-2118,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168768832,,
69,pub.1168769950,10.1007/978-3-031-17299-1_301281,,,Environmental Assessment,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,2118-2118,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168769950,,
68,pub.1168773782,10.1007/978-3-031-17299-1_899,,,Environmental Sustainability Index (ESI),,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,2127-2132,Closed,Chapter,"Saisana, Michaela","Saisana, Michaela (Econometrics and Applied Statistics, Joint Research Centre, European Commission, Ispra, Italy)","Saisana, Michaela (Joint Research Centre)","Saisana, Michaela (Joint Research Centre)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168773782,,
68,pub.1168771723,10.1007/978-3-031-17299-1_815,,,Economic and Social Indicators,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1981-1982,Closed,Chapter,"Wong, Cecilia","Wong, Cecilia (Manchester Urban Institute, The University of Manchester, Manchester, UK)","Wong, Cecilia (University of Manchester)","Wong, Cecilia (University of Manchester)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168771723,,
68,pub.1168774132,10.1007/978-3-031-17299-1_969,,,Exploratory Factor Analysis,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,2313-2315,Closed,Chapter,"Griffith, James W.","Griffith, James W. (Department of Medical Social Sciences, Northwestern University Feinberg School of Medicine, Chicago, IL, USA)","Griffith, James W. (Northwestern University)","Griffith, James W. (Northwestern University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168774132,,
68,pub.1168769287,10.1007/978-3-031-17299-1_301308,,,Equality,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,2155-2155,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168769287,,
67,pub.1168776111,10.1007/978-3-031-17299-1_301192,,,EDI,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,2006-2006,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168776111,,
27,pub.1168771699,10.1007/978-3-031-17299-1_568,,,Control Groups,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1398-1398,Closed,Chapter,"Piedmont, Ralph L.","Piedmont, Ralph L. (Pastoral Counseling Department, Loyola University Maryland, Columbia, MD, USA)","Piedmont, Ralph L. (Loyola University Maryland)","Piedmont, Ralph L. (Loyola University Maryland)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168771699,,
27,pub.1168770682,10.1007/978-3-031-17299-1_492,,,Comparative Analysis,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1238-1240,Closed,Chapter,"Drobnič, Sonja","Drobnič, Sonja (Bremen International Graduate School of Social Sciences (BIGSSS), University of Bremen, Bremen, Germany)","Drobnič, Sonja (University of Bremen)","Drobnič, Sonja (University of Bremen)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168770682,,
27,pub.1168767794,10.1007/978-3-031-17299-1_595,,,COSMIN: Consensus-Based Standards for the Selection of Health Status Measurement Instruments,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1445-1448,Closed,Chapter,"Mokkink, Lidwine B.; Terwee, Caroline B.; de Vet, Henrica C. W.","Mokkink, Lidwine B. (Department of Epidemiology and Data Science, Amsterdam University Medical Centers, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Amsterdam Public Health Research Institute, Amsterdam, The Netherlands); Terwee, Caroline B. (Department of Epidemiology and Data Science, Amsterdam University Medical Centers, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands); de Vet, Henrica C. W. (Department of Epidemiology and Data Science, Amsterdam University Medical Centers, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands)","Mokkink, Lidwine B. (Vrije Universiteit Amsterdam; Amsterdam UMC Location VUmc)","Mokkink, Lidwine B. (Vrije Universiteit Amsterdam; Amsterdam UMC Location VUmc); Terwee, Caroline B. (Vrije Universiteit Amsterdam); de Vet, Henrica C. W. (Vrije Universiteit Amsterdam)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168767794,,
27,pub.1168775552,10.1007/978-3-031-17299-1_414,,,Cluster Analysis,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1069-1072,Closed,Chapter,"Iezzi, Domenica Fioredistella","Iezzi, Domenica Fioredistella (Tor Vergata University – Rome, Rome, Italy)","Iezzi, Domenica Fioredistella (University of Rome Tor Vergata)","Iezzi, Domenica Fioredistella (University of Rome Tor Vergata)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168775552,,
27,pub.1168769080,10.1007/978-3-031-17299-1_3685,,,Community Health Index,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1164-1165,Closed,Chapter,"Michalos, Alex C.","Michalos, Alex C. (University of Northern British Columbia, Prince George, BC, Canada; Residence, Brandon, MB, Canada)","Michalos, Alex C. (University of Northern British Columbia; Residence, Brandon, MB, Canada)","Michalos, Alex C. (University of Northern British Columbia; Residence, Brandon, MB, Canada)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168769080,,
27,pub.1168769021,10.1007/978-3-031-17299-1_300409,,,Care Services,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,609-609,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168769021,,
27,pub.1168776882,10.1007/978-3-031-17299-1_300496,,,Child Maltreatment,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,786-786,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168776882,,
27,pub.1168776776,10.1007/978-3-031-17299-1_341,,,Childhood Cancer,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,851-853,Closed,Chapter,"Upton, Penney","Upton, Penney (Psychological Sciences, The University of Worcester, Worcester, UK)","Upton, Penney (University of Worcester)","Upton, Penney (University of Worcester)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168776776,,
27,pub.1168775424,10.1007/978-3-031-17299-1_331,,,Child Poverty,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,814-816,Closed,Chapter,"Wright, Gemma; Barnes, Helen","Wright, Gemma (Oxford Institute of Social Policy, University of Oxford, Oxford, UK); Barnes, Helen (Oxford Institute of Social Policy, University of Oxford, Oxford, UK)","Wright, Gemma (University of Oxford)","Wright, Gemma (University of Oxford); Barnes, Helen (University of Oxford)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168775424,,
27,pub.1168773586,10.1007/978-3-031-17299-1_601,,,Cost-Effectiveness Analysis,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1456-1457,Closed,Chapter,"Ortega, Bienvenido","Ortega, Bienvenido (Departamento de Economía Aplicada (Estructura Económica), Universidad de Málaga, Málaga, Spain)","Ortega, Bienvenido (University of Malaga)","Ortega, Bienvenido (University of Malaga)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168773586,,
27,pub.1168774582,10.1007/978-3-031-17299-1_539,,,Construct Validity,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1332-1332,Closed,Chapter,"Piedmont, Ralph L.","Piedmont, Ralph L. (Pastoral Counseling Department, Loyola University Maryland, Columbia, MD, USA)","Piedmont, Ralph L. (Loyola University Maryland)","Piedmont, Ralph L. (Loyola University Maryland)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168774582,,
27,pub.1168768805,10.1007/978-3-031-17299-1_300543,,,Children’s Rights,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,898-898,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168768805,,
27,pub.1168766708,10.1007/978-3-031-17299-1_300418,,,Caregiver Distress,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,640-640,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168766708,,
27,pub.1168777163,10.1007/978-3-031-17299-1_300842,,,Counseling Psychology,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,1465-1465,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168777163,,
27,pub.1168776180,10.1007/978-3-031-17299-1_104659,,,Complex Systems and Complex Adaptive Systems,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1256-1258,Closed,Chapter,"Alaimo, Leonardo Salvatore","Alaimo, Leonardo Salvatore (Social Statistics, Italian National Institute of Statistics – Istat, Rome, Italy)","Alaimo, Leonardo Salvatore (National Institute of Statistics)","Alaimo, Leonardo Salvatore (National Institute of Statistics)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168776180,,
27,pub.1168769219,10.1007/978-3-031-17299-1_300596,,,CLAS,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,1042-1042,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168769219,,
27,pub.1168775065,10.1007/978-3-031-17299-1_300428,,,Caregiving,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,652-652,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168775065,,
27,pub.1168774869,10.1007/978-3-031-17299-1_104658,,,Complexity and Knowledge,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,1258-1260,Closed,Chapter,"Alaimo, Leonardo Salvatore","Alaimo, Leonardo Salvatore (Social Statistics, Italian National Institute of Statistics – Istat, Rome, Italy)","Alaimo, Leonardo Salvatore (National Institute of Statistics)","Alaimo, Leonardo Salvatore (National Institute of Statistics)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168774869,,
27,pub.1168768907,10.1007/978-3-031-17299-1_363,,,Chronic Fatigue Syndrome,,,,,Encyclopedia of Quality of Life and Well-Being Research,Filomena Maggino,,2023,2023,2024-02-11,2023,,,995-998,Closed,Chapter,"Jason, Leonard; Brown, Molly; Brown, Abigail; Evans, Meredyth","Jason, Leonard (Center for Community Research, DePaul University, Chicago, IL, USA); Brown, Molly (Center for Community Research, DePaul University, Chicago, IL, USA); Brown, Abigail (Center for Community Research, DePaul University, Chicago, IL, USA); Evans, Meredyth (Center for Community Research, DePaul University, Chicago, IL, USA)","Jason, Leonard (DePaul University)","Jason, Leonard (DePaul University); Brown, Molly (DePaul University); Brown, Abigail (DePaul University); Evans, Meredyth (DePaul University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1168768907,,
26,pub.1168775390,10.1007/978-3-031-17299-1_300930,,,Cyclothymic Disorder,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,1562-1562,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168775390,,
26,pub.1168768897,10.1007/978-3-031-17299-1_300783,,,Consensus,,,,,Encyclopedia of Quality of Life and Well-Being Research,,,2023,2023,2024-02-11,2023,,,1320-1320,Closed,Chapter,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1168768897,,
