"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1179,pub.1135158142,10.36592/9786587424507-5,,,POLÍTICA JUDICIÁRIA VOLTADA PARA DEPOIMENTO ESPECIAL DE CRIANÇAS E ADOLESCENTES VÍTIMAS DE VIOLÊNCIA,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,113-125,Closed,Chapter,"Cavalcante, Juliana","Cavalcante, Juliana ()",,"Cavalcante, Juliana ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158142,,
1179,pub.1135158138,10.36592/9786587424507-19,,,PRISÕES CAUTELARES E O ESTATUTO DA PRIMEIRA INFÂNCIA,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,359-367,Closed,Chapter,"Sposato, Karyna; Silva, Nayara","Sposato, Karyna (); Silva, Nayara ()",,"Sposato, Karyna (); Silva, Nayara ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158138,,
1179,pub.1135158133,10.36592/9786587424507-14,,,SER SUJEITOS DE DIREITOS EM SITUAÇÃO DE RUA: UMA ANÁLISE DA (NÃO) EFETIVAÇÃO DO DIREITO À CONVIVÊNCIA FAMILIAR DE CRIANÇAS E ADOLESCENTES,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,265-286,Closed,Chapter,"Sousa, Vanessa; Freitas, Raquel","Sousa, Vanessa (); Freitas, Raquel ()",,"Sousa, Vanessa (); Freitas, Raquel ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1135158133,,
1179,pub.1135158131,10.36592/9786587424507-12,,,A EXPERIÊNCIA DO PRIMEIRO NÚCLEO JUDICIAL DE JUSTIÇA RESTAURATIVA DO CEARÁ (NUJUR) E OS DESAFIOS COINCIDENTES ÀQUELES ENFRENTADOS PELO ESTATUTO DA CRIANÇA E DO ADOLESCENTE,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,235-249,Closed,Chapter,"Ferreira, Isabela","Ferreira, Isabela ()",,"Ferreira, Isabela ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158131,,
1171,pub.1135158136,10.36592/9786587424507-17,,,IMPOSIÇÃO DA MEDIDA SOCIOEDUCATIVA DE INTERNAÇÃO: UMA ANÁLISE JURISPRUDENCIAL ACERCA DOS FUNDAMENTOS UTILIZADOS NO SISTEMA DE JUSTIÇA JUVENIL DA COMARCA DE ARACAJU,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,319-335,Closed,Chapter,"Sposato, Karyna; Reis, Mélane","Sposato, Karyna (); Reis, Mélane ()",,"Sposato, Karyna (); Reis, Mélane ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158136,,
1171,pub.1135158135,10.36592/9786587424507-16,,,DIREITOS E GARANTIAS FUNDAMENTAIS DO ADOLESCENTE ACUSADO NO DIREITO BRASILEIRO,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,305-318,Closed,Chapter,"Sposato, Karyna","Sposato, Karyna ()",,"Sposato, Karyna ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158135,,
1171,pub.1135158129,10.36592/9786587424507-1,,,A CRIANÇA E O ADOLESCENTE NO SISTEMA SOCIOJURÍDICO BRASILEIRO: (DES)SEMELHANÇAS ENTRE O SISTEMA DA “SITUAÇÃO IRREGULAR” E O DA “PROTEÇÃO INTEGRAL”,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,25-51,Closed,Chapter,"Júnior, Antonio Pereira; Rodrigues, Francisco","Júnior, Antonio Pereira (); Rodrigues, Francisco ()",,"Júnior, Antonio Pereira (); Rodrigues, Francisco ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158129,,
1171,pub.1135158127,10.36592/9786587424507-0,,,APRESENTAÇÃO - A luta pela proteção integral e pelo direito prioritário,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,17-21,Closed,Chapter,"Júnior, Antonio Pereira","Júnior, Antonio Pereira ()",,"Júnior, Antonio Pereira ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158127,,
1163,pub.1135158146,10.36592/9786587424507-9,,,OS 30 COMPROMISSOS DA INFÂNCIA E DA JUVENTUDE: MINISTÉRIO PÚBLICO CEARENSE E A DEFESA DE DIREITOS DE CRIANÇAS E ADOLESCENTES,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,181-199,Closed,Chapter,"Costa, Anna","Costa, Anna ()",,"Costa, Anna ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158146,,
1163,pub.1135158145,10.36592/9786587424507-8,,,APOIO AOS ESTUDANTES COM DEFICIÊNCIA NO PLANO MUNICIPAL DE EDUCAÇÃO DE FORTALEZA/CE: PESQUISA DE CAMPO SOBRE EFETIVAÇÃO DE ESTRATÉGIAS,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,163-180,Closed,Chapter,"Araújo, Luana","Araújo, Luana ()",,"Araújo, Luana ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158145,,
1163,pub.1135158141,10.36592/9786587424507-4,,,O ESTATUTO DA CRIANÇA E DO ADOLESCENTE E A POSSIBILIDADE DE EDUCAÇÃO DOMICILIAR NO BRASIL,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,101-112,Closed,Chapter,"Cardoso, Nardejane","Cardoso, Nardejane ()",,"Cardoso, Nardejane ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1135158141,,
1160,pub.1135158132,10.36592/9786587424507-13,,,"DESTITUIÇÃO DO PODER FAMILIAR, ACOLHIMENTO INSTITUCIONAL E JANELA ADOTIVA NO ESTADO DO CEARÁ: OS DESAFIOS DA EFETIVAÇÃO DO DIREITO FUNDAMENTAL À CONVIVÊNCIA FAMILIAR DAS CRIANÇAS E DOS ADOLESCENTES SOB A ÓTICA DA DOUTRINA DA PROTEÇÃO INTEGRAL",,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,251-264,Closed,Chapter,"Diógenes, Carla; Rodrigues, Vyctoria","Diógenes, Carla (); Rodrigues, Vyctoria ()",,"Diógenes, Carla (); Rodrigues, Vyctoria ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1135158132,,
359,pub.1133575514,10.1007/978-3-030-58211-1_10,,,Modelling and Conservation of Coastal Marine Ecosystems in Latin America,"Coastal ecosystems, being on the interface between various habitats and also heavily influenced by human impact, face most challenges influencing natural and social systems. This book presents a collection of frontline research on Latin-American coastal marine ecosystem models, written mostly by Latin-American authors. Linking parts to the whole, ecosystem models show large-scale, holistic approaches for better understanding human impact on these complex ecological systems, ranging from the North-East Pacific to the South-East Pacific and Mexican Caribbean coastal areas. In this chapter, we present an overview and synthesis regarding the information presented in each previous chapter, highlighting the relevant aspects and their implications for the conservation, management, and monitoring of coastal marine ecosystems. We also include a general analysis regarding the advances in marine ecological modelling in Latin America within a global context. Finally, we outline and discuss the perspectives of the systems-based view on conservation biology and marine fisheries management.",,,,Marine Coastal Ecosystems Modelling and Conservation,"Marco Ortiz, Ferenc Jordán",,2020-12-17,2020,2020-12-17,2021,,,203-207,Closed,Chapter,"Ortiz, Marco; Jordán, Ferenc","Ortiz, Marco (Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC), Instituto Antofagasta, Universidad de Antofagasta, Antofagasta, Chile; Instituto de Ciencias Naturales Alexander von Humboldt, Facultad de Ciencias Naturales y Recursos Biológicos, Universidad de Antofagasta, Antofagasta, Chile; Departamento de Biología Marina, Facultad de Ciencias del Mar, Universidad Católica del Norte, Coquimbo, Chile); Jordán, Ferenc (Balaton Limnological Institute, Centre for Ecological Research, Tihany, Hungary; Stazione Zoologica Anton Dohrn, Napoli, Italy)","Ortiz, Marco (University of Antofagasta; University of Antofagasta; Catholic University of the North)","Ortiz, Marco (University of Antofagasta; University of Antofagasta; Catholic University of the North); Jordán, Ferenc (Balaton Limnological Institute; Stazione Zoologica Anton Dohrn)",3,0,,0.98,,https://app.dimensions.ai/details/publication/pub.1133575514,31 Biological Sciences; 3103 Ecology; 41 Environmental Sciences; 4104 Environmental Management; 48 Law and Legal Studies; 4803 International and Comparative Law,14 Life Below Water
279,pub.1133577417,10.1007/978-3-030-58211-1_6,,,Exploring Harvest Strategies in a Benthic Habitat in the Humboldt Current System (Chile): A Study Case,"A main objective of fisheries management is to regulate fishing mortality rates in order to achieve objectives of economic, social and ecological sustainability. Tongoy Bay is a high biological productive area that supports an important artisanal benthic fishery. The highest catch take place in the late 1990s, since then Tongoy Bay has been under a fishing control regime, as a consequence of the Implementation of Territorial Uses Rights for Fisheries (TURFs), showing signs of improvement in the health status of whole communities. To establish the level of sustainability in long term of the benthic ecosystem, three stationary trophic models (using Ecopath) were building for the years 1992, 2002 and 2012. Fisheries management strategies were evaluated for economic and ecological objectives through dynamic trophic models (Ecosim), which were optimized based on changes in fishing mortality of the exploited resources. The main result showed that high fishing mortality rates are associated with greater economic value but have negatively effect on the structure of the ecosystem. Conversely, giving greater weight to ecological objectives results in strong negative effects on economic objectives. The evaluation of both criteria simultaneously allows establishing criteria that responds to optimum results for both criteria used. However, the optimization responses of both objective functions were notably affected by the ecosystem health condition of each year/model. In 1992, for which the lowest health ecosystem was established, showed a lower ecological sustainability and low potential for economic optimization compared to the year 2012, which presented a better ecosystem condition. We concluded that sustainability and optimization based on the potential of ecological and economic is a condition related by the degree of exploitation in benthic ecosystem. Therefore, before seeking to optimize the productivity of the system, its health should be recovered.",This research was supported from Comisión Nacional de Investigación Científica y Tecnológica (CONICYT). J.G. thanks Fondecyt #3170914 Postdoctoral Grant.,,,Marine Coastal Ecosystems Modelling and Conservation,"Marco Ortiz, Ferenc Jordán",,2020-12-17,2020,2020-12-17,2021,,,127-141,Closed,Chapter,"González, Jorge E.; Ortiz, Marco","González, Jorge E. (Departamento de Biología Marina, Facultad de Ciencias del Mar, Universidad Católica del Norte, Coquimbo, Chile); Ortiz, Marco (Departamento de Biología Marina, Facultad de Ciencias del Mar, Universidad Católica del Norte, Coquimbo, Chile; Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC), Instituto Antofagasta, Universidad de Antofagasta, Antofagasta, Chile; Instituto de Ciencias Naturales Alexander von Humboldt, Facultad de Ciencias Naturales y Recursos Biológicos, Universidad de Antofagasta, Antofagasta, Chile)","González, Jorge E. (Catholic University of the North)","González, Jorge E. (Catholic University of the North); Ortiz, Marco (Catholic University of the North; University of Antofagasta; University of Antofagasta)",1,0,,0.27,,https://app.dimensions.ai/details/publication/pub.1133577417,41 Environmental Sciences; 4102 Ecological Applications; 4104 Environmental Management; 48 Law and Legal Studies; 4803 International and Comparative Law,
260,pub.1133574859,10.1007/978-3-030-58211-1_8,,,Macroscopic Network Properties and Spatially-Explicit Dynamic Model of the Banco Chinchorro Biosphere Reserve Coral Reef (Caribbean Sea) for the Assessment of Harvest Scenarios,"Banco Chinchorro coral reef is an important protected marine area in Mexico, due to its biodiversity and ecosystem services, which has experienced overfishing of Lobatus gigas, Panulirus argus, and several target fish species. We aimed to build a model that was balanced (Ecopath) and spatially-explicit (Ecospace) to assess the application of different management strategies on the ecosystem. The spatial model for Banco Chinchorro reef distinguished the following five subsystems: Cueva de Tiburones, La Caldera, La Baliza, El Colorado, and El Chankay. Outcomes showed that benthic autotrophs comprised of the highest biomass in the whole system, followed by small benthic epifauna and sponges. Concerning ecosystem growth and development, Banco Chinchorro reef achieved a Total System Throughput of 144,980.7 g ww m−2 year−1, an Ascendency of 184,988.0 g ww m−2 year−1*bit, and a Development Capacity equal to 304,287.4 g ww m−2 year−1*bits. The A/C and Ov/C ratios reached 40.69% and 59.31%, respectively. The mean trophic level of the catch was estimated as 3.09, indicating that fishing is concentrated on species located at a high trophic level. Spatial-dynamic simulations showed that exploitation exerted separately, by subsystem, resulted in higher direct and indirect effects than fishing throughout the whole ecosystem. These results suggest that habitat rotation for harvest would not be advised.","This study was financed by the World Wildlife Fund (WWF)-México, the Comisión Nacional de Areas Naturales Protegidas (CONANP), and Universidad de Guadalajara. We are grateful to G. Acosta (CICY-Cancún) and R. Hernández (UNAM) for their help in the laboratory work; as well as to M. García, F. Fonseca, G. Muñoz, A. Vega, and J.J. Domínguez at CONANP, A. Hernándezs-Flores (Universidad Martista de Mérida) and the fishing cooperatives of “Langosteros del Caribe” and “Pescadores de Banco Chinchorro” for their help in the fieldwork. We also thank to Pi-Jen Liu (National Chung Hsing University, Taiwan), who help us to estimate the coral and macroalgae biomass. Likewise, thanks to A. de Jesús-Navarrete for the information provided by L. gigas. Finally, we thank F. Berrios and L. Campos for their support in spatial modeling. This work is part of the first author’s postdoctoral research grant at Instituto Antofagasta de Recursos Naturales Renovables, Universidad de Antofagasta, Chile.",,,Marine Coastal Ecosystems Modelling and Conservation,"Marco Ortiz, Ferenc Jordán",,2020-12-17,2020,2020-12-17,2021,,,163-177,Closed,Chapter,"Rodríguez-Zaragoza, Fabián Alejandro; Ortiz, Marco","Rodríguez-Zaragoza, Fabián Alejandro (Laboratorio de Ecología Molecular, Microbiología y Taxonomía (LEMITAX), Departamento de Ecología, Centro Universitario de Ciencias Biológicas y Agropecuarias (CUCBA), Universidad de Guadalajara, Zapopan, Jalisco, Mexico); Ortiz, Marco (Departamento de Biología Marina, Facultad de Ciencias del Mar, Universidad Católica del Norte, Coquimbo, Chile; Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC), Instituto Antofagasta (IA), Universidad de Antofagasta, Antofagasta, Chile; Instituto de Ciencias Naturales Alexander von Humboldt, Facultad de Ciencias Naturales y Recursos Biológicos, Universidad de Antofagasta, Antofagasta, Chile)","Rodríguez-Zaragoza, Fabián Alejandro (University of Guadalajara)","Rodríguez-Zaragoza, Fabián Alejandro (University of Guadalajara); Ortiz, Marco (Catholic University of the North; University of Antofagasta; University of Antofagasta)",1,0,,0.17,,https://app.dimensions.ai/details/publication/pub.1133574859,31 Biological Sciences; 3103 Ecology; 41 Environmental Sciences; 4102 Ecological Applications; 4104 Environmental Management,14 Life Below Water
201,pub.1133578074,10.1007/978-3-030-58211-1_5,,,Macroscopic Properties and Keystone Species Complexes in Kelp Forest Ecosystems Along the North-Central Chilean Coast,"Benthic ecosystems along the north-central Chilean coast are characterised by the presence of kelp forests, considered as ecosystem engineer or niche constructor organisms. Despite their essential ecological role, in the last years kelp forests have been heavily exploited and disturbed by artisanal fishing, inducing drastic changes in such benthic communities and altering the structure and functioning of ecosystem properties. The kelp forest ecosystem gives shelter to a rich community of interacting species. Therefore, any natural or anthropogenic perturbation will affect, directly or indirectly, several components of their interaction network. This can be monitored by holistic, macroscopic indicators. Multispecies trophic network analyses allow us (1) to identify core species or functional groups that play key roles in these ecosystems, named as Keystone Species Complex (KSC) and (2) to quantify macroscopic properties of ecosystems that quantify structure, organisation and health. For the former task, we perform topological analysis and identify the most central sets of nodes. For the latter task, we compute Ascendency, based on thermodynamic laws and information theory and Loop Analysis, based on semi-quantitative community matrices. Using these frameworks, we contribute to the improvement of the current management strategies of artisanal fisheries, conservation and monitoring programmes.","The information used for this study was obtained via the grants INNOVA-CORFO 05CR11IXM-03 (Región de Atacama, Chile) and 09CN14-5873 (Región de Antofagasta, Chile). Part of this work corresponds to the doctoral thesis of first author, funded by a scholarship of the Instituto Antofagasta, Universidad de Antofagasta, Chile.",,,Marine Coastal Ecosystems Modelling and Conservation,"Marco Ortiz, Ferenc Jordán",,2020-12-17,2020,2020-12-17,2021,,,95-125,Closed,Chapter,"Hermosillo-Núñez, Brenda B.; Ortiz, Marco; Jordán, Ferenc; Endrédi, Anett","Hermosillo-Núñez, Brenda B. (Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC), Instituto Antofagasta, Universidad de Antofagasta, Antofagasta, Chile); Ortiz, Marco (Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC), Instituto Antofagasta, Universidad de Antofagasta, Antofagasta, Chile; Instituto de Ciencias Naturales Alexander von Humboldt, Facultad de Ciencias del Mar y Recursos Biológicos, Universidad de Antofagasta, Antofagasta, Chile; Departamento de Biología Marina, Facultad de Ciencias del Mar, Universidad Católica del Norte, Coquimbo, Chile); Jordán, Ferenc (Balaton Limnological Institute, Centre for Ecological Research, Tihany, Hungary; Stazione Zoologica Anton Dohrn, Napoli, Italy); Endrédi, Anett (Balaton Limnological Institute, Centre for Ecological Research, Tihany, Hungary)","Hermosillo-Núñez, Brenda B. (University of Antofagasta)","Hermosillo-Núñez, Brenda B. (University of Antofagasta); Ortiz, Marco (University of Antofagasta; University of Antofagasta; Catholic University of the North); Jordán, Ferenc (Balaton Limnological Institute; Stazione Zoologica Anton Dohrn); Endrédi, Anett (Balaton Limnological Institute)",3,0,,0.51,,https://app.dimensions.ai/details/publication/pub.1133578074,31 Biological Sciences; 3103 Ecology; 41 Environmental Sciences; 4102 Ecological Applications; 4104 Environmental Management,14 Life Below Water
